imdb_url,title,year,runtime,genre,rating,votes,plot
https://www.imdb.com/title/tt1850988/,Black Buddhas,2011,58 min,Documentary,8.6,7,"The documentary 'Black Buddhas' is the story of 12 million Madheshis, living in Madhesh or Tarai, the southern plain region of Nepal. It is a revealing story about the land that has ...                See full synopsis »"
https://www.imdb.com/title/tt6565710/,Basudev,1984,138 min,Drama,8.6,23,A teacher named Basudev Kattel who is suffering from poverty seeks to his friend named Kumar (Neer Bikram Shah) than he realized Kathmandu is filled of corruption.
https://www.imdb.com/title/tt7054392/,Saino,1987,,Drama,8,8,Add a Plot
https://www.imdb.com/title/tt6676330/,Lappan Chhappan,2017,111 min,"Crime, Drama",6.8,26,The character named Banka sets out to take revenge on the minister who betrayed him.
https://www.imdb.com/title/tt6501310/,Saayad 2,2017,,Drama,8.3,6,Add a Plot
https://www.imdb.com/title/tt8822102/,Ma Timi Bina Marihalchu,2008,,Drama,,,Add a Plot
https://www.imdb.com/title/tt9296106/,Kathaputali,,90 min,"Horror, Mystery, Thriller",,,A prince trapped in an abandoned house is haunted by series of mysterious paranormal activities and he must solve that mystery in order to survive.
https://www.imdb.com/title/tt7298248/,Bholi Dekhi Chhodi Dinchhu,2017,,Short,8.3,9,Tilgore Bomjong shares his Drug life story about him and his best friend Bihari (Bidur) who died of drug overdose a year ago. His story filled with mixed emotions leads to an interesting twist as he approaches towards the end.
https://www.imdb.com/title/tt7860150/,Fateko Jutta,2017,,"Drama, Romance",7.1,17,Add a Plot
https://www.imdb.com/title/tt8400458/,Classic,2016,,Drama,,,Add a Plot
https://www.imdb.com/title/tt2166508/,Masaan,2011,120 min,Drama,7.9,42,"Based on a novel by Gopal Prasad Rimal, It portrays social conflicts and women's demand for social justice during the Rana regime."
https://www.imdb.com/title/tt1999922/,Man ko bandh,1973,,Drama,8.6,8,Add a Plot
https://www.imdb.com/title/tt5804178/,Dreams,2016,,Romance,5.2,25,"Aveer, in his childhood loses his father to an accident which he claims he had seen in a dream. A grown up Aveer sees a dream where his love, Kavya dies in a car accident and tries everything to let this dream not come true."
https://www.imdb.com/title/tt7228558/,Jholay,2014,123 min,"Comedy, Drama",6.5,19,"Man decides to go to USA while his bag goes missing so he searches everywhere to find his bag,while searching for his bag encounters many unknown stuff."
https://www.imdb.com/title/tt2543820/,Ozone Layer,2009,,"Short, Sci-Fi",8,7,The world goes nocturnal as the ozone layer is completely depleted and people get instant skin cancer if exposed to sun.
https://www.imdb.com/title/tt5093808/,Gothalo,1996,138 min,"Drama, Romance",8.6,9,Add a Plot
https://www.imdb.com/title/tt10935014/,Selfie King,2020,,Comedy,,,Add a Plot
https://www.imdb.com/title/tt6710198/,Maina,2008,,Biography,,,"Based on a true story of a girl, Maina Sunar, who was raped and killed by Nepal Army personnel on February 2004."
https://www.imdb.com/title/tt3768406/,Saanghuro,2013,,Drama,8,31,A portrayal of the everyday struggles faced by a newly married couple in a slum in urban Nepal.
https://www.imdb.com/title/tt7819514/,Lalpurja,2018,138 min,"Drama, Romance",6.4,10,"Lalpurja is a story of struggle between two brothers for a piece of land.It is set in Miteri Gaon,an imaginary village of Nepal."
https://www.imdb.com/title/tt6782422/,Purano Dunga,2016,145 min,"Comedy, Drama",7.8,59,A man (Maotse Gurung) provides for his family by piloting a boat.
https://www.imdb.com/title/tt7836584/,Bato Muniko Phool 2,2016,132 min,"Drama, Romance",6,5,"After the success of Bato Muni ko Phool (2010), the sequel ""Bato Muni Ko Phool 2"" is out which will mainly focus on the love story and caste discrimination that exist in Nepalese society. ""Bato Muni Ko Phool 2"". Most of the movie scenes are from eastern Jhapa, Nepal."
https://www.imdb.com/title/tt7398572/,MOTHER -Maa,2017,,"Short, Drama",,,"""Maa""(mother) revolves around the story of a mother who puts her children in her shoulder and who later on faces hatred and resentment from her own blood."
https://www.imdb.com/title/tt7971388/,Damaruko Dandibiyo,2018,138 min,"Drama, Sport",8.9,35,Damaru comes back to his village to revive Dandibiyo but struggles to convince his father.
https://www.imdb.com/title/tt9243120/,The Voice of Nepal,2018,,Reality-TV,,,Add a Plot
https://www.imdb.com/title/tt8013642/,Lily Bily,2018,138 min,"Drama, Romance",6.6,23,Nepalese romance drama film directed by Milan Chams.
https://www.imdb.com/title/tt9430574/,Ranveer,2019,,"Action, Comedy, Drama",,,"Ranveer (Sushil Sitaula) is a young, energetic and straightforward guy from Dhangadhi and is in love with Maya (Supushpa Bhatta). He faces emotional breakdown after a life changing incident and he moves to Kathmandu. In Kathmandu, he meets Priya (Subeksha Khadka), daughter of a powerful man. Ranveer and Priya fall in love. Meanwhile, Ranveer finds out culprits of 'life changing incident' and he embarks on a journey of revenge."
https://www.imdb.com/title/tt8878514/,Sunpani,2015,,Drama,,,Add a Plot
https://www.imdb.com/title/tt5595416/,Lukamari,2016,125 min,"Comedy, Crime",7.6,78,Based on a police investigation of a murder case of a school girl Rupa K.C. The case gets connected to the tenants of Musya Sahu and the hide and seek between cops and criminals starts. Two undercover veteran crime investigating agents meet co-incidentally and start sharing a same room in some place in Kathmandu valley.
https://www.imdb.com/title/tt7983428/,Panchayat,2017,138 min,"Drama, History",6.8,5,Based in Nepalese panchayat system.
https://www.imdb.com/title/tt7879092/,Kutu Ma Kutu,2017,,"Short, Romance",,,Add a Plot
https://www.imdb.com/title/tt8500898/,Adhikar,1993,,Drama,,,Add a Plot
https://www.imdb.com/title/tt0485092/,Basain,2005,90 min,Drama,8.8,23,"A poor farmer Dhane and his family suffer one calamity after another, and a series of quarrels with fellow villagers forces them to leave the village."
https://www.imdb.com/title/tt0304487/,Numafung,2001,108 min,Drama,8.4,52,"The film highlights the changing lives and ways of the Limbu people, an ethnic minority residing in rural eastern Nepal. It is a story of a young Limbu girl's struggle with cultural traditions, the impact of local medical practices on her life, and the effect of her actions on her community. The struggles of Numa, the young girl, represent the lives of many other young Nepali women, torn between fulfilling her desires and cultural traditions."
https://www.imdb.com/title/tt6520890/,Jha lo,2016,15 min,"Short, Drama",,,"Year of the Bird is a story of two monks; one young and another old, with similar conflict, guilt and anger."
https://www.imdb.com/title/tt6704098/,Batomuni Ko Phool,2010,138 min,"Drama, Romance",7.6,8,Add a Plot
https://www.imdb.com/title/tt2705130/,Pooja,2010,,"Short, Drama",8.7,45,"Pooja Singh Thakuri Rai, 17, of Saune - Sunsari is dead. Pooja's father, Gaj Bahadur Singh Thakuri, blames Pooja's mother-in-law, Harkamaya Rai, for killing Pooja. Pooja's husband, Rumihang, blames Pooja's father Gaj Bahadur for contributing to Pooja's death. Harkamaya blames the hospitals for killing Pooja. Ranju Yadav, one of Pooja's best friends, thinks Pooja invited disaster because she was, at heart, an unhappy and lonely young woman. Who is really responsible for Pooja's death? How does Pooja died? The film Pooja is an attempt on exploring the answer, why does hundreds of mother dying every year? This is story about one of life's biggest and riskiest endeavors: giving birth to a baby - being told from three different points of views. All improvised acting with no scripted dialogues! A BBC World Service Trust Nepal's presentation, Pooja is produced with financial assistance of European Union."
https://www.imdb.com/title/tt10548758/,Markyu,2019,98 min,Drama,,,"In Markyu, Banmaya and Maite brother sister who lost their parent at childhood. It presents how the Markyu or Goldwater is used in among the Gurung community in daily life basis with Banmaya sister of Maite, how she sacrificed her needs and wisdom for the sake of her brother."
https://www.imdb.com/title/tt2714308/,Mango Pickle,,150 min,"Crime, Drama, Thriller",,,"A series of events land a timid college kid in over his head after he is coerced by his friends into visiting a brothel in MANGO PICKLE, a gritty coming of age tale set amidst the Dashain Hindu festival in Kathmandu."
https://www.imdb.com/title/tt6568628/,Bir Bikram,2016,136 min,"Action, Comedy, Romance",5.6,47,Bir decides to save his crush June for his friend since he had promised to save her.
https://www.imdb.com/title/tt6609996/,Dasdhunga,2010,,,7.9,9,"Based on true events of the mysterious death of CPN-UML leader Madan Bhandari in Dashdhunga, Nepal."
https://www.imdb.com/title/tt7814604/,Panche Baja,2018,,Drama,,,An a actor has a romance over someone's wife while he is in foreign country.
https://www.imdb.com/title/tt8847252/,Mohani,1994,,Drama,,,Add a Plot
https://www.imdb.com/title/tt0305692/,Janma Bhoomi,1995,,Drama,8.6,5,Add a Plot
https://www.imdb.com/title/tt1987567/,First Love,2010,135 min,Romance,6.2,37,Add a Plot
https://www.imdb.com/title/tt6966090/,Raato Ghar,2017,128 min,Comedy,,,"Rato Ghar revolves around Jhakhmale (Wilson), Tukki (Gaurav Pahari), Korean (Anurag Kuwar) and Kartikey (Sanyam Puri) and shows their crime drama unconventionally. It is a social drama movie covering comedy, action and thriller that shows bad effects of ambition of money."
https://www.imdb.com/title/tt7382524/,Kafal Pakyo,2016,138 min,"Drama, Romance",,,When a guy get a marriage date but while going to the location he encounters many weird stuff.
https://www.imdb.com/title/tt2094059/,Mero Euta Saathi Cha,2009,161 min,Romance,7.2,88,"Jay is too spoiled to inherit his grandfather's vast wealth. When he fails to graduate from college, his grandfather's will sends him back to his ancestral village where, long ago, he made a friend. Shikha, Jay's estranged childhood friend, helps Jay rediscover his humanity. But, Shikha is very sick. She shared her dreams with Jay - to rebuild the orphanage where she lives. Jay realizes that this life where he can choose nothing, where money buys nothing important, is dearer to him than a full of privilege. Can he save Shikha and marry her? Will their dream come true? Will Jay re-inherit his ancestral wealth?"
https://www.imdb.com/title/tt0888045/,Paral Ko Aago,1978,139 min,"Comedy, Drama, Mystery",8.1,18,A wife goes to her maternal house after being beaten by her husband. The husband then seeks her out.
https://www.imdb.com/title/tt8759752/,A Mero Hajur,2002,,Drama,,,Add a Plot
https://www.imdb.com/title/tt7454330/,Kathmandude,2017,11 min,"Short, Adventure, Drama",,,A burnt-out American globetrotter stumbles upon a psychedelic adventure in Kathmandu.
https://www.imdb.com/title/tt0452803/,Je Bho Ramrai Bho,2003,,"Action, Comedy",8.2,16,Add a Plot
https://www.imdb.com/title/tt4361472/,DristiBhram,2015,50 min,"Drama, Mystery, Romance",7.3,19,"Aman Nepal has an incident which he doesn't remember. With a series of hallucinations, he is struggling to remember what happened the other night."
https://www.imdb.com/title/tt8500232/,Jeevan Rekha,1982,,Drama,,,Add a Plot
https://www.imdb.com/title/tt7210246/,Kasle Choryo Mero Man,2010,138 min,"Drama, Romance",6.9,11,"Manavi father forces her to get married to his billionaire partner's son so they can become the richest person in Nepal,at the marriage Manavi runs away."
https://www.imdb.com/title/tt7254868/,Gangster Blues,2017,138 min,"Action, Crime, Romance",6.9,33,In this corrupted world Youth have a lot of reasons to turn into criminals but when you have someone special you love there will be much more consequences that needs to be faced.Story revolves around two protagonists.
https://www.imdb.com/title/tt8494934/,Swarga,1994,,Drama,,,Add a Plot
https://www.imdb.com/title/tt3521084/,Mokshya,2014,135 min,"Comedy, Drama, Music",8.6,9,"A promising musician lives through his shattered dreams, friendship and love, when he gets injured in a group attack."
https://www.imdb.com/title/tt6838228/,Nepal Idol,2017,60 min,"Music, Mystery",8.1,58,"Nepal Idol is the first International franchise in Nepalese television history. Nepal Idol reality singing competition that is part of the Idols franchise created by Simon Fuller and owned by 19 Entertainment and FremantleMedia. AP1 TV acquired the production and broadcast right for Nepal Idol. The series aims to find new solo recording artists from across Nepal and the winner would be decided by viewers' votes through the Internet, telephone and text messages."
https://www.imdb.com/title/tt1884254/,Birami Sahar (Sick City),2011,75 min,Drama,7.9,61,Story of a poor guy named Krishna who enters the world of drugs for fast and easy money and a luxurious life but sometimes things don't work out they way you want them to.
https://www.imdb.com/title/tt10021478/,Garud Puran,2019,,Comedy,,,Add a Plot
https://www.imdb.com/title/tt2792440/,Uma,2013,140 min,Drama,8,20,"Set in the early 2000s, Uma is a story about Uma, her brother Milan and their widow mother living in rural Nepal during the Maoist insurgency."
https://www.imdb.com/title/tt8780434/,Tshering,2018,,Family,,,Add a Plot
https://www.imdb.com/title/tt8811616/,Pal,2011,,Drama,,,Add a Plot
https://www.imdb.com/title/tt1447951/,Children of God,2008,89 min,Documentary,8.2,72,A documentary which follows a group of siblings who eke out their existence from the offerings and other goods found in the sacred Bagmati River.
https://www.imdb.com/title/tt4533898/,Jung Bahadur Ko Coat,2015,,Action,7.1,8,Add a Plot
https://www.imdb.com/title/tt0324966/,Aafno Manchhe,2001,,,6.3,7,Add a Plot
https://www.imdb.com/title/tt7243896/,Himmatwali,2014,,Drama,,,Add a Plot
https://www.imdb.com/title/tt8355664/,Karkash,2013,,"Drama, Musical",,,The story of a band named Karkash and the ups and downs of band members.
https://www.imdb.com/title/tt0277546/,Aadi Kabi Bhanubhakta,1999,,"Biography, Drama",,,Historical biopic based on the life of Nepali poet Bhanubhakta Acharya.
https://www.imdb.com/title/tt7201056/,Mission Paisa 2: Reloaded,2015,100 min,Action,,,"Madhav Wagle and Narendra Maharjan, the makers of blockbusters First Love, Loot and Chhadke are back with director Simosh Sunuwar in this roller coaster ride of action, adventure and hilarity. Join the mission to become a part of this fun-filled entertainer, coming to a theatre near you on February 27, 2015."
https://www.imdb.com/title/tt4123886/,Chhadke,2013,125 min,"Action, Thriller",6.8,66,"The film tells the story of three childhood friends. The trio all had dreams to fulfill 'when they grew up', but time and destiny seem to have other plans for them. A difficult life is forced upon them when the elder brother of one of these three men is hit by the vehicle of a shady character called Chewang (Robin Tamang) and left completely paralyzed. The three friends then find themselves in the way of a criminal gang called 'Royal', of which Chewang is the leader."
https://www.imdb.com/title/tt5612068/,Silu,1987,,"Drama, Musical, Romance",7.4,5,"The first film made in Newari language, tells the story of a young man, who will do anything for the girl he loves."
https://www.imdb.com/title/tt1999911/,Kumari,1977,,,9.2,6,Add a Plot
https://www.imdb.com/title/tt9469758/,Rupak Dotel & Anju Panta: Banki Chari,2018,,"Short, Music",,,Add a Plot
https://www.imdb.com/title/tt0316288/,Muskan,2002,,,8.2,6,Add a Plot
https://www.imdb.com/title/tt2532814/,Mero Love Story,2011,,Romance,6.6,14,Mero Love Story shows us how love can be different from person to person.
https://www.imdb.com/title/tt6419748/,Gajalu,2016,133 min,"Drama, Family, Romance",6.2,16,Living goddess Kumari becomes friends with six people who enjoy happy lives.
https://www.imdb.com/title/tt7836398/,Jaula Relaima,2017,5 min,"Short, Music",,,Jaula Relaima perfectly captures the sad truth about Caste Discrimination and entails the story of true lover who decide to stay together after their renunciation from their family and society for their love.
https://www.imdb.com/title/tt2438106/,Visa Girl,2012,105 min,Drama,7.5,37,"A story of the freewheeling passion of youth set in modern day Nepal. It captures the candid journey of love, dedication, kindness, creativity and compassion of four strangers, all geared to actualize their due dreams. As they near achieving their ultimate target, they no longer think about the challenges of every day obstacles but push their selves to break free from the shackles of their limitations and in a process touch the souls of many others."
https://www.imdb.com/title/tt6303042/,Singha Durbar,2016,15 min,"Short, Drama",9.5,8,An injured activist travels to meet his party's leader in the Prime Minister's office.
https://www.imdb.com/title/tt0342048/,Apsara,2000,97 min,,,,Add a Plot
https://www.imdb.com/title/tt6626762/,Chhayan,2016,100 min,Drama,,,"Chhayan is made on a story of a sexually abused young boy. This film is produced to aware parents, teacher and children themselves. As it is huge issues of any communities, countries and families, we tried to deliver the information in simple way so that every body could understand. This is Nepaly movie with English sub title."
https://www.imdb.com/title/tt8619976/,Parva,2017,,Horror,5.6,7,"A character continuously carries out attacks for his self satisfaction, after an incident occurred at a festival."
https://www.imdb.com/title/tt8364656/,Simarekha,1997,,"Drama, History",,,Story of Liglig people and their battle against Neighbouring State.
https://www.imdb.com/title/tt7007456/,Dui Thopa Aansu,1993,,Drama,8.2,6,"A series of unfortunate events compels an unmarried woman to raise a child, not her own."
https://www.imdb.com/title/tt7245444/,Last Nomads of Everest,2017,29 min,Documentary,,,Last habitat at the top of world.
https://www.imdb.com/title/tt10504992/,Basenji,2020,85 min,"Drama, Horror, Thriller",,,"After his father is fired for writing a report on Nepal's agricultural industry, a young man has his life spiral into a nightmare as a series of mysterious and disturbing events plunges him deep into the horrifying secrets of his past."
https://www.imdb.com/title/tt8644380/,Bandha Mayale,2018,,Romance,,,Add a Plot
https://www.imdb.com/title/tt8022710/,Hasi Deu Ek Phera,2010,149 min,"Comedy, Drama",,,"Hari, a simple villager who moves to city after his sister and her husband dies to help their son to move on from this incident."
https://www.imdb.com/title/tt4324078/,The Commando,2007,113 min,Action,,,Add a Plot
https://www.imdb.com/title/tt6023632/,Lama La,2016,,Drama,8.4,5,"Jamyang is a young Buddhist monk who has recently finished his intermediate monastic education. He is now heading towards higher monastery for his higher education. In the course of his journey into the war-torn mountains, he meets a young rebel, Arjun. This is a story of their journey where they form an unlikely friendship that will change both of their lives."
https://www.imdb.com/title/tt5132520/,Love? Lust? Life?,2015,22 min,"Short, Fantasy",,,A young poet takes a surrealistic plunge as he analyzes and constructs his poem in progress.
https://www.imdb.com/title/tt7228676/,How Funny,2016,138 min,"Comedy, Drama",3.8,12,When Heera (Nisha Adhikari) goes missing and Police Inspector Rai (Dayahang Rai) is having difficulties in discovering her whereabouts. he then hires village girls Pushpa (Priyanka Karki) and Ramita (Keki Adhikari) in hopes he might solve the case with their assistance.
https://www.imdb.com/title/tt7341216/,Dewar Babu,2007,138 min,"Drama, Romance",7.6,5,A relative finds her lost relative after a long time when two thief find about this they portent to be their relative but they stay with forever.
https://www.imdb.com/title/tt7236026/,Kathaa '72,2018,,Drama,,,An aloof and a distant man learns the true meaning of' home' and also learns to see the women in his life in a new light before leaving his earthquake shattered country.
https://www.imdb.com/title/tt8835762/,A Year,2018,14 min,"Short, Drama",,,We all want the best for our children. But how do we know our idea of the best is really for them?
https://www.imdb.com/title/tt6577862/,Lahure,1989,,"Action, Drama, War",8.1,18,Lahure is based on the story of the brave Gorkha soldiers and the sacrifices made by them and their families.
https://www.imdb.com/title/tt10660402/,Rato Galbandi,2019,,Romance,,,Add a Plot
https://www.imdb.com/title/tt8682244/,Chakkar,2018,,Crime,,,"A seemingly uneducated and unemployed individual is offered to kill a stranger's wife, as brutally as possible."
https://www.imdb.com/title/tt7229916/,Silsila,2009,,Drama,6.2,6,When a journalist nearly get killed from his enemy his mother and other people do everything to revive him up.
https://www.imdb.com/title/tt6730644/,Jhumkee,2016,,Thriller,6.5,10,Jhumkee features suspense story on Women Violence in Nepal.
https://www.imdb.com/title/tt8661390/,Biteka Pal,2014,,Romance,,,Add a Plot
https://www.imdb.com/title/tt8967956/,Dhoka,2017,9 min,"Short, Thriller",,,The betrayal by a close friend who falls victim to drug addiction.
https://www.imdb.com/title/tt2233588/,Sahasi Chori,2013,20 min,"Short, Drama, Thriller",6,12,"A 13-year-old Nepali girl leaves her Himalayan village seeking employment in the city with trusted friend Krishna, but becomes increasingly suspicious of his intentions when he asks her to cross the border with him to India. At a life-changing crossroads, she is forced to choose what she's willing to sacrifice for the good of both her family, and his."
https://www.imdb.com/title/tt4599430/,Drawing the Tiger,2015,96 min,"Documentary, Drama",9,5,"Filmed over seven years, Drawing The Tiger is a intimate portrait of a family in rural Nepal who get a chance to break their cycle of poverty: Their brightest child is awarded a scholarship to attend school in the city. When she doesn't return home, the family is forced to survive without her or the opportunity they believed would change their fate."
https://www.imdb.com/title/tt9885892/,Jani Najani,2019,,Drama,,,Add a Plot
https://www.imdb.com/title/tt5302258/,Ko Afno,2015,114 min,"Drama, Thriller",7.5,11,"This is a deeply involving drama depicting the desperation between a poor rural couple and a childless upper class urban couple, whose lives are forever altered when the rich couple buys the ingenuous poor couple's 3-year old son, on the promise of a better life. Son grows up emotionally disturbed and resorts to extreme measures to feel less alone."
https://www.imdb.com/title/tt5659988/,November Rain,2014,132 min,Romance,7.7,30,"Aayush falls in love with Sheetal at first sight, unaware that fate already had them together somewhere in the past."
https://www.imdb.com/title/tt9878866/,Subha Love,2019,,Romance,,,Add a Plot
https://www.imdb.com/title/tt7038600/,Pandorum,2016,3 min,"Short, Drama, Fantasy",,,Add a Plot
https://www.imdb.com/title/tt8620110/,Jai Shree Daam,2018,,Comedy,,,Add a Plot
https://www.imdb.com/title/tt7066514/,Sammy Adventures,2016,21 min,"Adventure, Reality-TV",,,Add a Plot
https://www.imdb.com/title/tt6453622/,Palash,2017,,Drama,7.6,5,"Samjhana,a middle class village girl wishes to marry a rich guy which later leads her to be sold at a brothel. The sweetness of her lover back from her village and the harshness of the brothel owner, after she's drowned into prostitution, are the major emotional ingredients of the movie."
https://www.imdb.com/title/tt6607322/,Darpan Chhaya 2,2017,,"Drama, Musical",6.9,8,"Directed by Tulsi Ghimire, Darpan Chaya 2 is the second part, but not a sequel, of the blockbuster movie Darpan Chaya (2001). With the concept of musical love story, the movie stars Puspa Khadka, Sahara Karki and Shraddha Parsai in the lead roles. The story tells a romantic love between a couple who enjoys each other company but, life has something else planned for them."
https://www.imdb.com/title/tt4044000/,Nepal,,,Action,,,Add a Plot
https://www.imdb.com/title/tt0299180/,Thuldai,1999,,"Action, Comedy",7.8,16,A story of a normal village boy whose mother dies and brother gets lost in the city.
https://www.imdb.com/title/tt9892272/,Fingerprint,2019,,Drama,,,Add a Plot
https://www.imdb.com/title/tt9545316/,Rumalai Chha Chino,2019,,Action,,,Add a Plot
https://www.imdb.com/title/tt0301095/,Chameli,1999,,Drama,8.4,7,"CHAMELI: A FILM ABOUT GIRL TRAFFICKING IN NEPALChameli was once a trusting fifteen year old Nepali girl from a remote village in the Himalayas. Like most girls her age, she often dreamt of ...                See full synopsis »"
https://www.imdb.com/title/tt9631938/,Premleela,2019,,Romance,,,Add a Plot
https://www.imdb.com/title/tt8374716/,Pahuna,2003,,Drama,,,A mental patient is admitted in the hospital. Only cure he needs is someone to forgive him.
https://www.imdb.com/title/tt6620138/,Love Sasha,2017,,Romance,7.2,12,A girl (Keki Adhikari) starts to develop a afair with a young man (Karma Shayla) while waiting to get engaged with her long time boyfriend.
https://www.imdb.com/title/tt1519638/,God Lives in the Himalayas,2009,99 min,Drama,8.3,23,"In the Himalayan foothills, ten-year old Siddarth's mother is killed and his father burnt during a religious ceremony. Siddarth is shocked as to why God did this. The question consumes his mind and he searches for God to ask him why."
https://www.imdb.com/title/tt8025016/,Ko Banchha Crorepati,2019,,"Game-Show, Reality-TV",8.9,7,An Nepalese version of international show Who Wants to Be a Millionaire (1998).
https://www.imdb.com/title/tt2500034/,Who Will Be a Gurkha,2012,,Documentary,8.5,29,Add a Plot
https://www.imdb.com/title/tt8809286/,Mausam,2009,,Drama,,,Add a Plot
https://www.imdb.com/title/tt8254094/,Sukha Dukha,2004,,Drama,,,Add a Plot
https://www.imdb.com/title/tt10475034/,Kina Ma? 2019,2019,84 min,History,,,Add a Plot
https://www.imdb.com/title/tt5642582/,Teen Ghumti,2016,,"Biography, Drama",8.4,14,"Indira, a girl from the ethnic group of Newars, falls in love with Pritambar, who is a Brahmin. She marries him, defying her parents. Pritambar has strong morals but lacks any sense of romance. He is involved with a group of revolutionaries who are planning protests against the autocratic rule. This group regularly meets at Pritambar's house and the members get to know Indira. When the security forces crack down on the revolutionary movement, Pritambar is imprisoned. Another member of the group, Roshan, comes to Indira's aid. He starts living with her and soon falls in love. Though she rejects his advances in the beginning, she eventually gives in. Their taboo relationship leads to Indira's pregnancy. With Pritambar due to be released, Indira is faced with a dilemma in her conservative society."
https://www.imdb.com/title/tt8197562/,Saathi,1998,,"Drama, Romance",,,Add a Plot
https://www.imdb.com/title/tt7894204/,Commitment: 60 Hours,,,Action,,,Upcoming Nepalese action film.
https://www.imdb.com/title/tt5217982/,The Sound of Silence,1996,60 min,Documentary,,,"In this video, layers of discommunication between a well-meaning American couple and a visiting Sherpa man, compounded with the dilemma of the Nepalese filmmaker who is caught in between as interpreter, prompt the viewer to review the limits to language and communication. Innocent discussions about food and culture reveal much about relative positions, through statements that could only be made through untranslated remarks and silences."
https://www.imdb.com/title/tt8689382/,Hamro Team,2011,,"Drama, Sport",,,Add a Plot
https://www.imdb.com/title/tt5337936/,Bhedako Oon Jasto,2006,55 min,Documentary,,,"Bright, genial, and intensely energetic, Narayan Wagle is one of Nepal's most widely followed journalists. Now the man, who has made a career writing about others, finds himself as a character in a story. Bhedako Oon Jasto, or Like Sheep's Wool, an hour long documentary, is named after the song he first heard in a highland village north of Kathmandu. It is his deeply personal odyssey in search of the elusive tune. For eight long years, Wagle would sing Bhedako Oon Jasto - to his friends, and then singers and musicians, to check if they were familiar with the tune, but to no avail. Early this year, Wagle has his calls answered. Wagle sings the song to Amrit Gurung of Nepathya. Amrit shows interest to sing the song, and requests Wagle to give him the lyrics in writing. Wagle puts forward a clause - he tells Amrit - "" Both you and me have to revisit the place where I heard this song. You need to get the feel of the local essence, and I need to know more on the people and place - to write the song."" The travel is agreed upon. Danu - the current bassist of Nepathya, follows them to observe the tunes of the Tungna. For 10 days, Nepathya (Amrit Gurung and Danu), travels with Wagle to the highland village in Langtang. A part-time filmmaker Kiran Krishna Shrestha follows the research process on the search of the song - Bhedako Oon Jasto... Kiran with his camera becomes the 'unseen' fourth character of the film."
https://www.imdb.com/title/tt4624138/,Resham Filili,2015,152 min,"Comedy, Drama",5.7,102,"Resham Filili follows the friendship, dreams, hopes and deeds of Resham and Hariya - both whethered by bad luck and misfortunes, must at any cost beat the oddest odds to save their lives from Dorje's men."
https://www.imdb.com/title/tt6440150/,KTM Cocktale,2017,90 min,Drama,8.5,24,This film contains 4 days of the life of a drug dealer in Kathmandu.
https://www.imdb.com/title/tt8226448/,Rahar,1996,,Romance,,,Add a Plot
https://www.imdb.com/title/tt0844700/,Karma,2006,90 min,Drama,,,"In a nunnery in the high desert mountains of Mustang, a revered abbess dies, leaving signs that she will be reborn in the precious human form. Prayers and ritual must be done to help her consciousness into its next rebirth, but the nunnery coffers are empty. The senior nuns decide that the only way out is get back money loaned out by the nunnery. A mysterious loan was made out to an equally mysterious Mr. Tashi who visited the senior nun in her last days. Given the shady rumours about Mr. Tashi, the nuns are convinced he took advantage of her in her dying state. Two nuns are assigned to retrieve the money; Karma, a free-spirited nun, and her opposite, a textbook-sort of nun called Sonam. They journey from the cloistered world of the high mountains, to the faraway cities of sin, to find the elusive Mr. Tashi."
https://www.imdb.com/title/tt3012146/,The Contagious Apparitions of Dambarey Dendrite,2013,18 min,"Short, Adventure, Drama",7,11,"Dambarey is a street kid, who in a dendrite induced trance, turns invincible to outfox Kathmandu with his gang of five. Little does he know that his altered mind is playing wicked tricks to lead him and his friends to a place of no return."
https://www.imdb.com/title/tt2775846/,Panchhi,2001,,Drama,,,"Every parent in this world loves his/her child very much. They are dearer than their own life and this is the truth. From childhood till he/she becomes an adolescent they have to think about their future, show them the right path giving useful guidelines from time to time, which will enable to lead a good life. When they reach high school and college, they share their life with the person they like and love. But in this 21st century, the young generation can differentiate between what is good and what is bad. They prefer their own choices. The living standard and financial position is a not a barrier between the two lovers."
https://www.imdb.com/title/tt9469682/,Ketan Chettri: Lai Lai,2018,5 min,"Short, Music",,,Add a Plot
https://www.imdb.com/title/tt5777158/,Tibetan Illusion Destroyer,,40 min,"Documentary, Short",,,Tibetan Illusion Destroyer is a 3D short film documenting the Mani Rimdu Festival in Nepal. The festival originated in Tibet and is still performed in an authentic colorful ceremony in the shadow of Mount Everest. A modern day purpose of the festival is to destroy illusions that lead to emotional suffering. The film allows the viewer to experience a rare and sacred ceremony in the Himalaya Mountains with a path towards achieving happiness.
https://www.imdb.com/title/tt5192776/,Ek Din Ek Raat,2011,,Horror,4.9,7,Add a Plot
https://www.imdb.com/title/tt10003792/,Adalat,2019,,Drama,,,Add a Plot
https://www.imdb.com/title/tt8505114/,Behuli,1989,,"Drama, Romance",,,Add a Plot
https://www.imdb.com/title/tt7889894/,Ma Yesto Geet Gauchhu 2,,,Drama,,,Sequel to Ma Yesto Geet Gauchhu.
